  -4.4486566803273481e-01   6.5002615371758765e-01   3.9023241929400875e-03   2.1890736073638269e-03
   4.4486566803273475e-01   6.5002615371758665e-01  -3.9023241929401070e-03   2.1890736073638122e-03
   0.0000000000000000e+00   7.1466280451319353e-01   1.9552622276861973e-17  -8.8404353387994718e-03
  -2.7226350335780586e-01   3.3695739077893062e-02   6.0114260997962219e-03  -3.4873606227834668e-03
  -1.9931071750461374e-01   9.2058471159388172e-02   4.4006693309963903e-03  -9.5276464057593487e-03
   2.7226350335780647e-01   3.3695739077892563e-02  -6.0114260997961898e-03  -3.4873606227835688e-03
   1.9931071750461388e-01   9.2058471159388061e-02  -4.4006693309964120e-03  -9.5276464057593262e-03
  -7.2952785853192231e-02   1.2575421023728103e-01   1.6107567687998030e-03  -1.3015007028542839e-02
   7.2952785853192370e-02   1.2575421023728098e-01  -1.6107567687998158e-03  -1.3015007028542837e-02
   1.0000000000000000e+00   1.0000000000000000e+01   0.0000000000000000e+00  -1.0263262685365215e-01
