  -7.0066342715155727e-01   1.0237911921052005e+00   2.9228408205121251e-02   1.6396161319155059e-02
   7.0066342715155716e-01   1.0237911921051990e+00  -2.9228408205121396e-02   1.6396161319154952e-02
   0.0000000000000000e+00   1.1255939171082796e+00   1.4644914085369615e-16  -6.6214860687608040e-02
  -1.0346013127596623e-01   1.2804380849599364e-02   6.0646701595372717e-03  -3.5182486740138286e-03
  -7.5738072651753224e-02   3.4982219040567503e-02   4.4396466879280724e-03  -9.6120341310675025e-03
   1.0346013127596645e-01   1.2804380849599175e-02  -6.0646701595372431e-03  -3.5182486740139387e-03
   7.5738072651753280e-02   3.4982219040567461e-02  -4.4396466879280888e-03  -9.6120341310674817e-03
  -2.7722058624213047e-02   4.7786599890166793e-02   1.6250234716091714e-03  -1.3130282805081359e-02
   2.7722058624213102e-02   4.7786599890166773e-02  -1.6250234716091829e-03  -1.3130282805081363e-02
   1.0000000000000000e+00   1.0000000000000000e+01   0.0000000000000000e+00  -7.3211273822271869e-02
